Step,Point,Position X,Position Y,Position Z,Velocity X,Velocity Y,Velocity Z
93,2,0.819738,0.144313,0.686926,1.38687,-0.191053,1.73596
93,3,-19.7966,21.5899,11.7185,-25.9141,28.1145,14.9261
94,0,19.8821,-21.5228,-11.7277,25.2934,-27.5228,-15.3249
94,1,-0.446533,-0.0391951,-0.496476,-1.09831,-0.5069,-0.844881
94,2,0.833583,0.142399,0.704263,1.38444,-0.191399,1.73369
94,3,-20.0558,21.871,11.8678,-25.9141,28.1145,14.9261
95,0,20.135,-21.7981,-11.8809,25.2934,-27.5228,-15.3249
95,1,-0.457493,-0.0442608,-0.504903,-1.09598,-0.506569,-0.842695
95,2,0.847404,0.140481,0.721578,1.3821,-0.19173,1.7315
95,3,-20.3149,22.1521,12.017,-25.9141,28.1144,14.9261
96,0,20.3879,-22.0733,-12.0342,25.2934,-27.5228,-15.3249
96,1,-0.468431,-0.0493234,-0.513309,-1.09374,-0.506253,-0.840593
96,2,0.861202,0.138561,0.738872,1.37987,-0.192047,1.7294
96,3,-20.574,22.4333,12.1663,-25.9141,28.1144,14.9261
97,0,20.6409,-22.3485,-12.1874,25.2934,-27.5228,-15.3249
97,1,-0.479346,-0.0543829,-0.521694,-1.09159,-0.505949,-0.83857
97,2,0.87498,0.136637,0.756146,1.37772,-0.192351,1.72737
97,3,-20.8332,22.7144,12.3156,-25.914,28.1144,14.9261
98,0,20.8938,-22.6237,-12.3407,25.2934,-27.5228,-15.3249
98,1,-0.490242,-0.0594394,-0.530061,-1.08953,-0.505658,-0.836621
98,2,0.888736,0.134711,0.7734,1.37565,-0.192643,1.72543
98,3,-21.0923,22.9956,12.4648,-25.914,28.1144,14.9261
99,0,21.1467,-22.899,-12.4939,25.2934,-27.5228,-15.3249
99,1,-0.501117,-0.0644932,-0.538408,-1.08754,-0.505378,-0.834743
99,2,0.902473,0.132782,0.790636,1.37367,-0.192923,1.72355
99,3,-21.3515,23.2767,12.6141,-25.914,28.1144,14.9261
100,0,21.3997,-23.1742,-12.6472,25.2934,-27.5228,-15.3249
100,1,-0.511973,-0.0695443,-0.546737,-1.08563,-0.505109,-0.832931
100,2,0.91619,0.13085,0.807853,1.37175,-0.193192,1.72173
100,3,-21.6106,23.5579,12.7634,-25.914,28.1144,14.9261
